outcome,brand,analysis,subanalysis,category,vlab,comparison_period,irr,lc,uc
GBS,,AZ vs PF primary risk window,,AZ vs PF,pre-vacc 28,1,1.0581288,.52492219,2.1329572
[REDACTED];;;;;;;;;
[REDACTED];;;;;;;;;
GBS,,AZ vs PF primary risk window,,AZ vs PF,days 4-42,4,2.3966277,1.5709552,3.6562622
GBS,,AZ vs PF primary risk window,add in week,First = AZ,pre-vacc 28,1,.66091287,.40844908,1.0694253
[REDACTED];;;;;;;;;
[REDACTED];;;;;;;;;
GBS,,AZ vs PF primary risk window,add in week,First = AZ,days 4-42,4,2.4709134,1.8258451,3.3438833
GBS,,AZ vs PF primary risk window,add in week,First = PF,pre-vacc 28,1,.72902286,.36815661,1.4436095
[REDACTED];;;;;;;;;
[REDACTED];;;;;;;;;
GBS,,AZ vs PF primary risk window,add in week,First = PF,days 4-42,4,1.0531862,.6225732,1.7816399
GBS,,AZ vs PF primary risk window,add in week,AZ vs PF,pre-vacc 28,1,.94525462,.46511823,1.9210305
[REDACTED];;;;;;;;;
[REDACTED];;;;;;;;;
GBS,,AZ vs PF primary risk window,add in week,AZ vs PF,days 4-42,4,2.2202361,1.4432102,3.4156139
GBS,,AZ vs PF primary risk window,add in week interction,AZ vs PF,pre-vacc 28,1,.90650159,.39303097,2.0907898
[REDACTED];;;;;;;;;
[REDACTED];;;;;;;;;
GBS,,AZ vs PF primary risk window,add in week interction,AZ vs PF,days 4-42,4,2.3460383,1.2791125,4.3029022
GBS,,AZ vs PF primary risk window,add in 2 week,First = AZ,pre-vacc 28,1,.67366362,.41680801,1.088805
[REDACTED];;;;;;;;;
[REDACTED];;;;;;;;;
GBS,,AZ vs PF primary risk window,add in 2 week,First = AZ,days 4-42,4,2.459991,1.8215634,3.3221767
GBS,,AZ vs PF primary risk window,add in 2 week,First = PF,pre-vacc 28,1,.71445817,.36401981,1.4022603
[REDACTED];;;;;;;;;
[REDACTED];;;;;;;;;
GBS,,AZ vs PF primary risk window,add in 2 week,First = PF,days 4-42,4,1.0488309,.62380165,1.7634549
GBS,,AZ vs PF primary risk window,add in 2 week,AZ vs PF,pre-vacc 28,1,.9522568,.46886128,1.9340328
[REDACTED];;;;;;;;;
[REDACTED];;;;;;;;;
GBS,,AZ vs PF primary risk window,add in 2 week,AZ vs PF,days 4-42,4,2.2164459,1.4413389,3.4083812
GBS,,AZ vs PF primary risk window,add in 2 week interction,AZ vs PF,pre-vacc 28,1,.94286883,.41205534,2.1574812
[REDACTED];;;;;;;;;
[REDACTED];;;;;;;;;
GBS,,AZ vs PF primary risk window,add in 2 week interction,AZ vs PF,days 4-42,4,2.345428,1.2869157,4.2745867
