outcome,brand,analysis,subanalysis,category,vlab,comparison_period,irr,lc,uc
[REDACTED];;;;;;;;;
[REDACTED];;;;;;;;;
BP,AZ,Second dose sens,,,3,3,.9672063,.82073581,1.1398163
BP,AZ,Second dose sens,,,4,4,,,
[REDACTED];;;;;;;;;
[REDACTED];;;;;;;;;
TM,AZ,Second dose sens,,,3,3,2.4340436,.9660629,6.1326938
TM,AZ,Second dose sens,,,4,4,,,
[REDACTED];;;;;;;;;
[REDACTED];;;;;;;;;
GBS,AZ,Second dose sens,,,3,3,1.3256093,.75488818,2.3278151
GBS,AZ,Second dose sens,,,4,4,,,
